ano,mes,tipoDespesa,codDocumento,tipoDocumento,codTipoDocumento,dataDocumento,numDocumento,valorDocumento,urlDocumento,nomeFornecedor,cnpjCpfFornecedor,valorLiquido,valorGlosa,numRessarcimento,codLote,parcela,nome_deputado
2024,3,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7706457,Nota Fiscal Eletrônica,4,2024-03-21T00:00:00,5539,630.3,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7706457,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,12132854000100,630.3,0.0,,2023621,0,Alberto Fraga
2024,1,COMBUSTÍVEIS E LUBRIFICANTES.,7675051,Nota Fiscal Eletrônica,4,2024-01-22T18:30:38,476317,220.8,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7675051,AUTO POSTO LAGO NORTE LTDA,29178006000135,220.8,0.0,,2005947,0,Alberto Fraga
2024,2,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7689128,Nota Fiscal,0,2024-02-21T00:00:00,47,28000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7689128.pdf,A. S. LEITE SOBRINHO GRÁFICA,31422968000130,28000.0,0.0,,2014214,0,Alberto Fraga
2024,3,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7706462,Nota Fiscal,0,2024-03-19T00:00:00,519,1050.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7706462.pdf,BROAD BRASIL LTDA,48949641000113,1050.0,0.0,,2023620,0,Alberto Fraga
2024,1,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7672273,Nota Fiscal,0,2024-01-02T00:00:00,115,8000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7672273.pdf,I9 SOLUCOES EM MARKETING E MIDIAS DIGITAIS LTDA,34930569000178,8000.0,0.0,,2004303,0,Alberto Fraga
2024,2,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7685740,Nota Fiscal,0,2024-02-08T00:00:00,126,8000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7685740.pdf,I9 SOLUCOES EM MARKETING E MIDIAS DIGITAIS LTDA,34930569000178,8000.0,0.0,,2012395,0,Alberto Fraga
2024,3,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7698402,Nota Fiscal,0,2024-03-06T00:00:00,138,8000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7698402.pdf,I9 SOLUCOES EM MARKETING E MIDIAS DIGITAIS LTDA,34930569000178,8000.0,0.0,,2019320,0,Alberto Fraga
2024,4,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7715264,Nota Fiscal,0,2024-04-05T00:00:00,148,8000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7715264.pdf,I9 SOLUCOES EM MARKETING E MIDIAS DIGITAIS LTDA,34930569000178,8000.0,0.0,,2028388,0,Alberto Fraga
2024,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7731443,Nota Fiscal,0,2024-05-06T00:00:00,158,8000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7731443.pdf,I9 SOLUCOES EM MARKETING E MIDIAS DIGITAIS LTDA,34930569000178,8000.0,0.0,,2036918,0,Alberto Fraga
2024,6,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7754597,Nota Fiscal,0,2024-06-04T00:00:00,169,8000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7754597.pdf,I9 SOLUCOES EM MARKETING E MIDIAS DIGITAIS LTDA,34930569000178,8000.0,0.0,,2049542,0,Alberto Fraga
2024,7,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7763845,Nota Fiscal,0,2024-07-01T00:00:00,179,8000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7763845.pdf,I9 SOLUCOES EM MARKETING E MIDIAS DIGITAIS LTDA,34930569000178,8000.0,0.0,,2054176,0,Alberto Fraga
2024,8,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7783729,Nota Fiscal,0,2024-08-06T00:00:00,190,8000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7783729.pdf,I9 SOLUCOES EM MARKETING E MIDIAS DIGITAIS LTDA,34930569000178,8000.0,0.0,,2064202,0,Alberto Fraga
2024,9,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7821808,Nota Fiscal,0,2024-10-02T00:00:00,207,8000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7821808.pdf,I9 SOLUCOES EM MARKETING E MIDIAS DIGITAIS LTDA,34930569000178,8000.0,0.0,,2084358,0,Alberto Fraga
2024,10,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7824951,Nota Fiscal,0,2024-11-01T00:00:00,215,8000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7824951.pdf,I9 SOLUCOES EM MARKETING E MIDIAS DIGITAIS LTDA,34930569000178,8000.0,0.0,,2086010,0,Alberto Fraga
2024,11,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7838728,Nota Fiscal,0,2024-12-03T00:00:00,224,8000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7838728.pdf,I9 SOLUCOES EM MARKETING E MIDIAS DIGITAIS LTDA,34930569000178,8000.0,0.0,,2093487,0,Alberto Fraga
2024,8,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7800394,Nota Fiscal,0,2024-09-10T00:00:00,205,36000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7800394.pdf,QUALIGRAFF IMPRESSOS E SERVIÇOS GRÁFICOS LTDA,31422968000130,36000.0,0.0,,2072673,0,Alberto Fraga
2024,10,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7829582,Nota Fiscal,0,2024-11-11T00:00:00,234,41800.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7829582.pdf,QUALIGRAFF IMPRESSOS E SERVIÇOS GRÁFICOS LTDA,31422968000130,41800.0,0.0,,2088617,0,Alberto Fraga
2024,11,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7849435,Nota Fiscal,0,2024-12-18T00:00:00,248,28000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7849435.pdf,QUALIGRAFF IMPRESSOS E SERVIÇOS GRÁFICOS LTDA,31422968000130,28000.0,0.0,,2099282,0,Alberto Fraga
2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7858681,Nota Fiscal,0,2025-01-23T00:00:00,253,26000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2025/7858681.pdf,QUALIGRAFF IMPRESSOS E SERVIÇOS GRÁFICOS LTDA,31422968000130,26000.0,0.0,,2105647,0,Alberto Fraga
2024,3,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7704390,Nota Fiscal,0,2024-03-13T00:00:00,54,22400.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7704390.pdf,QUALIGRAFF IMPRESSOS E SERVIÇOS GRÁFICOS LTDA,31422968000130,22400.0,0.0,,2022488,0,Alberto Fraga
2024,4,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7734610,Nota Fiscal,0,2024-05-14T00:00:00,65,34000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7734610.pdf,QUALIGRAFF IMPRESSOS E SERVIÇOS GRÁFICOS LTDA,31422968000130,34000.0,0.0,,2039079,0,Alberto Fraga
2024,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7758779,Nota Fiscal,0,2024-06-25T00:00:00,74,26000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7758779.pdf,QUALIGRAFF IMPRESSOS E SERVIÇOS GRÁFICOS LTDA,31422968000130,26000.0,0.0,,2051634,0,Alberto Fraga
2024,6,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7780451,Nota Fiscal,0,2024-07-26T00:00:00,84,26000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7780451.pdf,QUALIGRAFF IMPRESSOS E SERVIÇOS GRÁFICOS LTDA,31422968000130,26000.0,0.0,,2062619,0,Alberto Fraga
2024,1,PASSAGEM AÉREA - REEMBOLSO,7674366,Nota Fiscal,0,2024-01-17T00:00:00,9572141399516,2883.41,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7674366.pdf,Latam Linhas Aéreas S.A,02012862000160,2883.41,0.0,,2005631,0,Alberto Fraga
2024,1,TELEFONIA,7685764,Nota Fiscal,0,2024-01-19T00:00:00,00000458664229,951.41,,telefonica brasil s/a,02558157000162,499.99,451.42,,2012396,0,Alberto Fraga
2024,2,TELEFONIA,7704495,Nota Fiscal,0,2024-02-21T00:00:00,1121358838,953.33,,TELEFÔNICA BRASIL S/A - VIVO,02558157000162,953.33,0.0,,2022528,0,Alberto Fraga
2024,2,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7685743,Recibos/Outros,1,2024-01-26T00:00:00,00009,7449.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7685743.pdf,SENNA LOCADORA DE AUTOMOVEIS LTDA,42902121000179,7449.0,0.0,,2012395,0,Alberto Fraga
2024,6,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7754590,Recibos/Outros,1,2024-05-26T00:00:00,0001,7449.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7754590.pdf,SENNA LOCADORA DE AUTOMOVEIS LTDA,42902121000179,7449.0,0.0,,2049542,0,Alberto Fraga
2024,6,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7754590,Recibos/Outros,1,2024-05-26T00:00:00,0001,7449.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7754590.pdf,SENNA LOCADORA DE AUTOMOVEIS LTDA,42902121000179,-0.0,0.0,,2049542,0,Alberto Fraga
2024,4,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7722469,Recibos/Outros,1,2024-03-26T00:00:00,00011,7449.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7722469.pdf,SENNA LOCADORA DE AUTOMOVEIS LTDA,42902121000179,7449.0,0.0,,2032227,0,Alberto Fraga
2024,5,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7731366,Recibos/Outros,1,2024-04-26T00:00:00,00012,7449.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7731366.pdf,SENNA LOCADORA DE AUTOMOVEIS LTDA,42902121000179,7449.0,0.0,,2036882,0,Alberto Fraga
2024,1,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7673088,Recibos/Outros,1,2023-12-26T00:00:00,0008,7449.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7673088.pdf,SENNA LOCADORA DE AUTOMOVEIS LTDA,42902121000179,7449.0,0.0,,2004820,0,Alberto Fraga
2024,3,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7705462,Recibos/Outros,1,2024-02-26T00:00:00,0010,7449.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7705462.pdf,SENNA LOCADORA DE AUTOMOVEIS LTDA,42902121000179,7449.0,0.0,,2023075,0,Alberto Fraga
2024,7,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7780481,Recibos/Outros,1,2024-06-26T00:00:00,02,7449.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7780481.pdf,SENNA LOCADORA DE AUTOMOVEIS LTDA,42902121000179,7449.0,0.0,,2062636,0,Alberto Fraga
2024,7,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7780481,Recibos/Outros,1,2024-06-26T00:00:00,02,7449.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7780481.pdf,SENNA LOCADORA DE AUTOMOVEIS LTDA,42902121000179,-0.0,0.0,,2062636,0,Alberto Fraga
2024,10,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7841469,Recibos/Outros,1,2024-09-26T00:00:00,02,7449.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7841469.pdf,SENNA LOCADORA DE AUTOMOVEIS LTDA,42902121000179,7449.0,0.0,,2095094,0,Alberto Fraga
2024,8,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7791980,Recibos/Outros,1,2024-07-26T00:00:00,03,7449.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7791980.pdf,SENNA LOCADORA DE AUTOMOVEIS LTDA,42902121000179,7449.0,0.0,,2068306,0,Alberto Fraga
2024,8,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7791980,Recibos/Outros,1,2024-07-26T00:00:00,03,7449.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7791980.pdf,SENNA LOCADORA DE AUTOMOVEIS LTDA,42902121000179,-0.0,0.0,,2068306,0,Alberto Fraga
2024,9,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7841478,Recibos/Outros,1,2024-10-26T00:00:00,03,7449.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/1472/2024/7841478.pdf,SENNA LOCADORA DE AUTOMOVEIS LTDA,42902121000179,7449.0,0.0,,2095095,0,Alberto Fraga
2024,6,PASSAGEM AÉREA - SIGEPA,262853,Nota Fiscal,0,2024-06-20T12:00:00,WLG6HG,741.25,,AZUL,,741.25,0.0,0,0,0,Alberto Fraga
2024,2,PASSAGEM AÉREA - SIGEPA,227344,Nota Fiscal,0,2024-02-15T12:00:00,1272111751147,50.0,,GOL,,50.0,0.0,0,0,0,Alberto Fraga
2024,2,PASSAGEM AÉREA - SIGEPA,227344,Nota Fiscal,0,2024-02-15T12:00:00,1272111751147,538.61,,GOL,,538.61,0.0,0,0,0,Alberto Fraga
2024,2,PASSAGEM AÉREA - SIGEPA,227344,Nota Fiscal,0,2024-02-20T12:00:00,1272111751147,-50.0,,GOL,,-50.0,0.0,0,0,0,Alberto Fraga
2024,2,PASSAGEM AÉREA - SIGEPA,227344,Nota Fiscal,0,2024-02-20T12:00:00,1272111751147,-29.51,,GOL,,-29.51,0.0,0,0,0,Alberto Fraga
2024,11,PASSAGEM AÉREA - SIGEPA,287326,Nota Fiscal,0,2024-11-05T12:00:00,1272126525061,1829.98,,GOL,,1829.98,0.0,0,0,0,Alberto Fraga
2024,1,PASSAGEM AÉREA - SIGEPA,221497,Nota Fiscal,0,2024-01-16T12:00:00,1010-031897,-3174.73,,MAP,,-3174.73,0.0,0,0,0,Alberto Fraga
2024,1,PASSAGEM AÉREA - SIGEPA,221497,Nota Fiscal,0,2024-01-16T12:00:00,1010-031897,3174.73,,MAP,,3174.73,0.0,0,0,0,Alberto Fraga
2024,1,PASSAGEM AÉREA - SIGEPA,222382,Nota Fiscal,0,2024-01-23T12:00:00,9572142138031,1380.76,,TAM,,1380.76,0.0,0,0,0,Alberto Fraga
2024,2,PASSAGEM AÉREA - SIGEPA,227852,Nota Fiscal,0,2024-02-18T12:00:00,9572145402034,-29.51,,TAM,,-29.51,0.0,0,0,0,Alberto Fraga
2024,2,PASSAGEM AÉREA - SIGEPA,227852,Nota Fiscal,0,2024-02-18T12:00:00,9572145402034,65.0,,TAM,,65.0,0.0,0,0,0,Alberto Fraga
2024,2,PASSAGEM AÉREA - SIGEPA,227852,Nota Fiscal,0,2024-02-18T12:00:00,9572145402034,1367.51,,TAM,,1367.51,0.0,0,0,0,Alberto Fraga
2024,4,PASSAGEM AÉREA - SIGEPA,239135,Nota Fiscal,0,2024-04-01T12:00:00,9572150972357,59.0,,TAM,,59.0,0.0,0,0,0,Alberto Fraga
2024,4,PASSAGEM AÉREA - SIGEPA,239135,Nota Fiscal,0,2024-04-01T12:00:00,9572150972357,2875.24,,TAM,,2875.24,0.0,0,0,0,Alberto Fraga
2024,5,PASSAGEM AÉREA - SIGEPA,254903,Nota Fiscal,0,2024-05-22T12:00:00,9572157787456,74.0,,TAM,,74.0,0.0,0,0,0,Alberto Fraga
2024,5,PASSAGEM AÉREA - SIGEPA,254903,Nota Fiscal,0,2024-05-22T12:00:00,9572157787456,1367.51,,TAM,,1367.51,0.0,0,0,0,Alberto Fraga
2024,5,PASSAGEM AÉREA - SIGEPA,255548,Nota Fiscal,0,2024-05-24T12:00:00,9572158045995,64.0,,TAM,,64.0,0.0,0,0,0,Alberto Fraga
2024,5,PASSAGEM AÉREA - SIGEPA,255548,Nota Fiscal,0,2024-05-24T12:00:00,9572158045995,1383.07,,TAM,,1383.07,0.0,0,0,0,Alberto Fraga
2024,7,PASSAGEM AÉREA - SIGEPA,268099,Nota Fiscal,0,2024-07-12T12:00:00,9572165074938,80.0,,TAM,,80.0,0.0,0,0,0,Alberto Fraga
2024,7,PASSAGEM AÉREA - SIGEPA,268099,Nota Fiscal,0,2024-07-12T12:00:00,9572165074938,1468.51,,TAM,,1468.51,0.0,0,0,0,Alberto Fraga
2024,7,PASSAGEM AÉREA - SIGEPA,268362,Nota Fiscal,0,2024-07-15T12:00:00,9572165436345,80.0,,TAM,,80.0,0.0,0,0,0,Alberto Fraga
2024,7,PASSAGEM AÉREA - SIGEPA,268362,Nota Fiscal,0,2024-07-15T12:00:00,9572165436345,1468.51,,TAM,,1468.51,0.0,0,0,0,Alberto Fraga
2024,7,PASSAGEM AÉREA - SIGEPA,269772,Nota Fiscal,0,2024-07-25T12:00:00,9572166950110,1484.07,,TAM,,1484.07,0.0,0,0,0,Alberto Fraga
2024,9,PASSAGEM AÉREA - SIGEPA,277371,Nota Fiscal,0,2024-09-09T12:00:00,9572173282505,2657.75,,TAM,,2657.75,0.0,0,0,0,Alberto Fraga
2024,3,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7710290,Nota Fiscal,0,2024-03-12T00:00:00,169,220.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7710290.pdf,APIS SOLUÇÕES TECNOLOGIA DA INFORMAÇÃO LTDA,01432068000102,220.0,0.0,,2025662,0,Bia Kicis
2024,4,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7724285,Nota Fiscal,0,2024-04-24T00:00:00,182,220.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7724285.pdf,APIS SOLUÇÕES TECNOLOGIA DA INFORMAÇÃO LTDA,01432068000102,220.0,0.0,,2033129,0,Bia Kicis
2024,5,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7750996,Nota Fiscal,0,2024-05-16T00:00:00,202,220.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7750996.pdf,APIS SOLUÇÕES TECNOLOGIA DA INFORMAÇÃO LTDA,01432068000102,220.0,0.0,,2047671,0,Bia Kicis
2024,6,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7759602,Nota Fiscal,0,2024-06-04T00:00:00,204,220.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7759602.pdf,APIS SOLUÇÕES TECNOLOGIA DA INFORMAÇÃO LTDA,01432068000102,220.0,0.0,,2052048,0,Bia Kicis
2024,7,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7770061,Nota Fiscal,0,2024-07-10T00:00:00,229,220.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7770061.pdf,APIS SOLUÇÕES TECNOLOGIA DA INFORMAÇÃO LTDA,01432068000102,220.0,0.0,,2057475,0,Bia Kicis
2024,8,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7790943,Nota Fiscal,0,2024-08-09T00:00:00,241,220.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7790943.pdf,APIS SOLUÇÕES TECNOLOGIA DA INFORMAÇÃO LTDA,01432068000102,220.0,0.0,,2067805,0,Bia Kicis
2024,9,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7809996,Nota Fiscal,0,2024-09-12T00:00:00,259,220.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7809996.pdf,APIS SOLUÇÕES TECNOLOGIA DA INFORMAÇÃO LTDA,01432068000102,220.0,0.0,,2077659,0,Bia Kicis
2024,10,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7818022,Nota Fiscal,0,2024-10-16T00:00:00,273,220.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7818022.pdf,APIS SOLUÇÕES TECNOLOGIA DA INFORMAÇÃO LTDA,01432068000102,220.0,0.0,,2082349,0,Bia Kicis
2024,12,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7847773,Nota Fiscal,0,2024-12-16T00:00:00,303,220.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7847773.pdf,APIS SOLUÇÕES TECNOLOGIA DA INFORMAÇÃO LTDA,01432068000102,220.0,0.0,,2098437,0,Bia Kicis
2024,1,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7673678,Nota Fiscal,0,2024-01-12T00:00:00,80659180,31.92,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7673678.pdf,CEB DISTRIBUICAO S.A.,07522669000192,31.92,0.0,,2005230,0,Bia Kicis
2024,1,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7673669,Nota Fiscal,0,2024-01-12T00:00:00,80659181,31.92,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7673669.pdf,CEB DISTRIBUICAO S.A.,07522669000192,31.92,0.0,,2005230,0,Bia Kicis
2024,1,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7673667,Nota Fiscal,0,2024-01-12T00:00:00,80659182,131.48,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7673667.pdf,CEB DISTRIBUICAO S.A.,07522669000192,131.48,0.0,,2005230,0,Bia Kicis
2024,2,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7689928,Nota Fiscal,0,2024-02-14T00:00:00,81932358,32.04,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7689928.pdf,CEB DISTRIBUICAO S.A.,07522669000192,32.04,0.0,,2014685,0,Bia Kicis
2024,2,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7689979,Nota Fiscal,0,2024-02-14T00:00:00,81932359,32.93,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7689979.pdf,CEB DISTRIBUICAO S.A.,07522669000192,32.93,0.0,,2014685,0,Bia Kicis
2024,2,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7689970,Nota Fiscal,0,2024-02-14T00:00:00,81932360,174.45,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3402/2024/7689970.pdf,CEB DISTRIBUICAO S.A.,07522669000192,174.45,0.0,,2014685,0,Bia Kicis
